setTag,title,authors,datePublished,language,journalName
COVID-19,"Association of radiologic findings with mortality of patients infected with 2019 novel coronavirus in Wuhan, China.",Yuan M. Yin W. Tao Z. Tan W. Hu Y,2020-03-19,English,PloS one
COVID-19,The Impact of COVID-19 Epidemic Declaration on Psychological Consequences: A Study on Active Weibo Users.,Li S. Wang Y. Xue J. Zhao N. Zhu T,2020-03-19,English,International journal of environmental research and public health
COVID-19,Serial Interval of COVID-19 among Publicly Reported Confirmed Cases.,Du Z. Xu X. Wu Y. Wang L. Cowling BJ. Meyers LA,2020-03-19,English,Emerging infectious diseases
COVID-19,"COVID-19, Australia: Epidemiology Report 7 (Reporting week ending 19:00 AEDT 14 March 2020).",,2020-03-19,English,Communicable diseases intelligence (2018)
COVID-19,[ACE2 in the context of 2019-nCoV infection: friend or foe?],Yang JM. Meng X. Xue F. Zhang Y. Zhang C,2020-03-19,Chinese,Zhonghua xin xue guan bing za zhi
COVID-19,WHO Declares COVID-19 a Pandemic.,Cucinotta D. Vanelli M,2020-03-19,English,Acta bio-medica : Atenei Parmensis
COVID-19,Natural small molecules as inhibitors of coronavirus lipid-dependent attachment to host cells: a possible strategy for reducing SARS-COV-2 infectivity?,Baglivo M. Baronio M. Natalini G. Beccari T. Chiurazzi P. Fulcheri E. Petralia PP. Michelini S. Fiorentini G. Miggiano GA. Morresi A. Tonini G. Bertelli M,2020-03-19,English,Acta bio-medica : Atenei Parmensis
COVID-19,Co-infection with SARS-CoV-2 and Human Metapneumovirus.,Touzard-Romo F. Tapé C. Lonks JR,2020-03-19,English,Rhode Island medical journal (2013)
COVID-19,Why are pregnant women susceptible to COVID-19? An immunological viewpoint.,Liu H. Wang LL. Zhao SJ. Kwak-Kim J. Mor G. Liao AH,2020-03-19,English,Journal of reproductive immunology
COVID-19,"COVID-19 epidemic in Switzerland: on the importance of testing, contact tracing and isolation.",Salathé M. Althaus CL. Neher R. Stringhini S. Hodcroft E. Fellay J. Zwahlen M. Senti G. Battegay M. Wilder-Smith A. Eckerle I. Egger M. Low N,2020-03-19,English,Swiss medical weekly
COVID-19,Covid-19: UK government calls on industry to help boost testing capacity to 25 000 people a day.,Iacobucci G,2020-03-19,English,BMJ (Clinical research ed.)
COVID-19,Covid-19: schools set to close across UK except for children of health and social care workers.,Mahase E,2020-03-19,English,BMJ (Clinical research ed.)
COVID-19,The Novel Coronavirus Outbreak: What We Know and What We Don't.,,2020-03-19,English,Cell
COVID-19,Audio Interview: New Research on Possible Treatments for Covid-19.,"Rubin, Eric J. Baden, Lindsey R. Morrissey, Stephen",2020-03-19,English,New England Journal of Medicine
COVID-19,SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients.,"Hui-Ling Yen. Peiris, Malik. Jie Wu. Zou, Lirong. Ruan, Feng. Huang, Mingxing. Liang, Lijun. Huang, Huitao. Hong, Zhongsi. Yu, Jianxiang. Kang, Min. Song, Yingchao. Xia, Jinyu. Guo, Qianfang. Song, Tie. He, Jianfeng. Yen, Hui-Ling. Wu, Jie",2020-03-19,English,New England Journal of Medicine
COVID-19,Imaging Features of Coronavirus disease 2019 (COVID-19): Evaluation on Thin-Section CT.,Guan CS. Lv ZB. Yan S. Du YN. Chen H. Wei LG. Xie RM. Chen BD,2020-03-20,English,Academic radiology
COVID-19,Coronavirus Disease (COVID-19): Spectrum of CT Findings and Temporal Progression of the Disease.,Li M. Lei P. Zeng B. Li Z. Yu P. Fan B. Wang C. Li Z. Zhou J. Hu S. Liu H,2020-03-20,English,Academic radiology
COVID-19,Eleven Faces of Coronavirus Disease 2019.,Dong X. Cao YY. Lu XX. Zhang JJ. Du H. Yan YQ. Akdis CA. Gao YD,2020-03-20,English,Allergy
COVID-19,COVID-19 Disease With Positive Fecal and Negative Pharyngeal and Sputum Viral Tests.,Chen L. Lou J. Bai Y. Wang M,2020-03-20,English,The American journal of gastroenterology
COVID-19,A cured patient with 2019-nCoV pneumonia.,Ding D. Zhu C. Yao W,2020-03-20,English,The American journal of medicine
COVID-19,Case report of COVID-19 in a kidney transplant recipient: Does immunosuppression alter the clinical presentation?,Guillen E. Pineiro GJ. Revuelta I. Rodriguez D. Bodro M. Moreno A. Campistol JM. Diekmann F. Ventura-Aguiar P,2020-03-20,English,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons
COVID-19,Supporting Clinicians During the COVID-19 Pandemic.,Dewey C. Hingle S. Goelz E. Linzer M,2020-03-20,English,Annals of internal medicine
COVID-19,Knowledge and Perceptions of COVID-19 Among the General Public in the United States and the United Kingdom: A Cross-sectional Online Survey.,Geldsetzer P,2020-03-20,English,Annals of internal medicine
COVID-19,Seasonality of Respiratory Viral Infections.,Moriyama M. Hugentobler WJ. Iwasaki A,2020-03-20,English,Annual review of virology
COVID-19,"COVID-19 infection and rheumatoid arthritis: Faraway, so close!",Favalli EG. Ingegnoli F. De Lucia O. Cincinelli G. Cimaz R. Caporali R,2020-03-20,English,Autoimmunity reviews
COVID-19,One size does not fit all - Patterns of vulnerability and resilience in the COVID-19 pandemic and why heterogeneity of disease matters.,Sominsky L. Walker DW. Spencer SJ,2020-03-20,English,"Brain, behavior, and immunity"
COVID-19,"Clinical characteristics of fatal and recovered cases of coronavirus disease 2019 (COVID-19) in Wuhan, China: a retrospective study.",Deng Y. Liu W. Liu K. Fang YY. Shang J. Zhou L. Wang K. Leng F. Wei S. Chen L. Liu HG,2020-03-20,English,Chinese medical journal
COVID-19,Don't overlook digestive symptoms in patients with 2019 novel coronavirus disease (COVID-19).,Luo S. Zhang X. Xu H,2020-03-20,English,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association
COVID-19,Mitigating Risk of COVID-19 in Dialysis Facilities.,Kliger AS. Silberzweig J,2020-03-20,English,Clinical journal of the American Society of Nephrology : CJASN
COVID-19,SARS-CoV2: should inhibitors of the renin-angiotensin system be withdrawn in patients with COVID-19?,Kuster GM. Pfister O. Burkard T. Zhou Q. Twerenbold R. Haaf P. Widmer AF. Osswald S,2020-03-20,English,European heart journal
COVID-19,2019 novel Coronavirus outbreak: a quiz or final exam?,Xu J. Chen Y. Chen H. Cao B,2020-03-20,English,Frontiers of medicine
COVID-19,Strategies to Inform Allocation of Stockpiled Ventilators to Healthcare Facilities During a Pandemic.,Koonin LM. Pillai S. Kahn EB. Moulia D. Patel A,2020-03-20,English,Health security
COVID-19,COVID-19: Impact on health of people & wealth of nations.,Tandon PN,2020-03-20,English,The Indian journal of medical research
COVID-19,Coronavirus disease 2019 (COVID-19) outbreak in Iran; actions and problems.,Abdi M,2020-03-20,English,Infection control and hospital epidemiology
COVID-19,Letter to editor: Role of masks/respirator protection against 2019-novel coronavirus (COVID-19).,Wang Q. Yu C,2020-03-20,English,Infection control and hospital epidemiology
COVID-19,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial.,Gautret P. Lagier JC. Parola P. Hoang VT. Meddeb L. Mailhe M. Doudier B. Courjon J. Giordanengo V. Vieira VE. Dupont HT. Honoré S. Colson P. Chabrière E. La Scola B. Rolain JM. Brouqui P. Raoult D,2020-03-20,English,International journal of antimicrobial agents
COVID-19,Expert consensus for managing pregnant women and neonates born to mothers with suspected or confirmed novel coronavirus (COVID-19) infection.,Chen D. Yang H. Cao Y. Cheng W. Duan T. Fan C. Fan S. Feng L. Gao Y. He F. He J. Hu Y. Jiang Y. Li Y. Li J. Li X. Li X. Lin K. Liu C. Liu J. Liu X. Pan X. Pang Q. Pu M. Qi H. Shi C. Sun Y. Sun J. Wang X. Wang Y. Wang Z. Wang Z. Wang C. Wu S. Xin H. Yan J. Zhao Y. Zheng J. Zhou Y. Zou L. Zeng Y. Zhang Y. Guan X,2020-03-20,English,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics
COVID-19,"Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings.",Zhang X. Cai H. Hu J. Lian J. Gu J. Zhang S. Ye C. Lu Y. Jin C. Yu G. Jia H. Zhang Y. Sheng J. Li L. Yang Y,2020-03-20,English,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases
COVID-19,COVID-19: a recommendation to examine the effect of hydroxychloroquine in preventing infection and progression.,Zhou D. Dai SM. Tong Q,2020-03-20,English,The Journal of antimicrobial chemotherapy
COVID-19,Autopsy in suspected COVID-19 cases.,Hanley B. Lucas SB. Youd E. Swift B. Osborn M,2020-03-20,English,Journal of clinical pathology
COVID-19,Practical laboratory considerations amidst the COVID-19 outbreak: early experience from Singapore.,Tan SS. Yan B. Saw S. Lee CK. Chong AT. Jureen R. Sethi S,2020-03-20,English,Journal of clinical pathology
COVID-19,Rapid response to COVID-19 outbreak in Northern Italy: how to convert a classic infectious disease ward into a COVID-19 response centre.,Asperges E. Novati S. Muzzi A. Biscarini S. Sciarra M. Lupi M. Sambo M. Gallazzi I. Peverini M. Lago P. Mojoli F. Perlini S. Bruno R,2020-03-20,English,The Journal of hospital infection
COVID-19,Clinical and CT imaging features of the COVID-19 pneumonia: Focus on pregnant women and children.,Liu H. Liu F. Li J. Zhang T. Wang D. Lan W,2020-03-20,English,The Journal of infection
COVID-19,Clinical characteristics of severe acute respiratory syndrome coronavirus 2 reactivation.,Ye G. Pan Z. Pan Y. Deng Q. Chen L. Li J. Li Y. Wang X,2020-03-20,English,The Journal of infection
COVID-19,Public health measures to slow community spread of COVID-19.,Cowling BJ. Aiello A,2020-03-20,English,The Journal of infectious diseases
COVID-19,Will COVID-19 be a litmus test for post-Ebola sub-Saharan Africa?,Agyeman AA. Laar A. Ofori-Asenso R,2020-03-20,English,Journal of medical virology
COVID-19,"The clinical characteristics of pneumonia patients coinfected with 2019 novel coronavirus and influenza virus in Wuhan, China.",Ding Q. Lu P. Fan Y. Xia Y. Liu M,2020-03-20,English,Journal of medical virology
COVID-19,Managing Cancer Care During the COVID-19 Pandemic: Agility and Collaboration Toward a Common Goal.,Ueda M. Martins R. Hendrie PC. McDonnell T. Crews JR. Wong TL. McCreery B. Jagels B. Crane A. Byrd DR. Pergam SA. Davidson NE. Liu C. Stewart FM,2020-03-20,English,Journal of the National Comprehensive Cancer Network : JNCCN
COVID-19,Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19).,Smith AC. Thomas E. Snoswell CL. Haydon H. Mehrotra A. Clemensen J. Caffery LJ,2020-03-20,English,Journal of telemedicine and telecare
COVID-19,Deep Learning Localization of Pneumonia: 2019 Coronavirus (COVID-19) Outbreak.,Hurt B. Kligerman S. Hsiao A,2020-03-20,English,Journal of thoracic imaging
COVID-19,Stopping the Spread of COVID-19.,Desai AN. Patel P,2020-03-20,English,JAMA
COVID-19,Mass gathering events and reducing further global spread of COVID-19: a political and public health dilemma.,McCloskey B. Zumla A. Ippolito G. Blumberg L. Arbon P. Cicero A. Endericks T. Lim PL. Borodina M,2020-03-20,English,"Lancet (London, England)"
COVID-19,Rational use of face masks in the COVID-19 pandemic.,Feng S. Shen C. Xia N. Song W. Fan M. Cowling BJ,2020-03-20,English,The Lancet. Respiratory medicine
COVID-19,Treatment for severe acute respiratory distress syndrome from COVID-19.,Matthay MA. Aldrich JM. Gotts JE,2020-03-20,English,The Lancet. Respiratory medicine
COVID-19,Planning and provision of ECMO services for severe ARDS during the COVID-19 pandemic and other outbreaks of emerging infectious diseases.,Ramanathan K. Antognini D. Combes A. Paden M. Zakhary B. Ogino M. MacLaren G. Brodie D. Shekar K,2020-03-20,English,The Lancet. Respiratory medicine
COVID-19,COVID-19 (Coronavirus).,,2020-03-20,English,Lymphatic research and biology
COVID-19,Covid-19 and the Stiff Upper Lip - The Pandemic Response in the United Kingdom.,Hunter DJ,2020-03-20,English,The New England journal of medicine
COVID-19,"Recommendations for the prevention, mitigation and containment of the emerging SARS-CoV-2 (COVID-19) pandemic in haemodialysis centres.",Basile C. Combe C. Pizzarelli F. Covic A. Davenport A. Kanbay M. Kirmizis D. Schneditz D. van der Sande F. Mitra S,2020-03-20,English,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association"
COVID-19,Lianhuaqingwen exerts anti-viral and anti-inflammatory activity against novel coronavirus (SARS-CoV-2).,Runfeng L. Yunlong H. Jicheng H. Weiqi P. Qinhai M. Yongxia S. Chufang L. Jin Z. Zhenhua J. Haiming J. Kui Z. Shuxiang H. Jun D. Xiaobo L. Xiaotao H. Lin W. Nanshan Z. Zifeng Y,2020-03-20,English,Pharmacological research
COVID-19,Navigating Coronavirus Disease 2019 (Covid-19) in Physiatry: A CAN report for Inpatient Rehabilitation Facilities.,McNeary L. Maltser S. Verduzco-Gutierrez M,2020-03-20,English,"PM & R : the journal of injury, function, and rehabilitation"
COVID-19,"COVID-19, a worldwide public health emergency.",Palacios Cruz M. Santos E. Velázquez Cervantes MA. León Juárez M,2020-03-20,English,Revista clinica espanola
COVID-19,Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved α-ketoamide inhibitors.,Zhang L. Lin D. Sun X. Curth U. Drosten C. Sauerhering L. Becker S. Rox K. Hilgenfeld R,2020-03-20,English,"Science (New York, N.Y.)"
COVID-19,"Rapid viral diagnosis and ambulatory management of suspected COVID-19 cases presenting at the infectious diseases referral hospital in Marseille, France, - January 31st to March 1st, 2020: A respiratory virus snapshot.",Amrane S. Tissot-Dupont H. Doudier B. Eldin C. Hocquart M. Mailhe M. Dudouet P. Ormières E. Ailhaud L. Parola P. Lagier JC. Brouqui P. Zandotti C. Ninove L. Luciani L. Boschi C. La Scola B. Raoult D. Million M. Colson P. Gautret P,2020-03-20,English,Travel medicine and infectious disease
COVID-19,SARS-CoV-2 and Coronavirus Disease 2019: What We Know So Far.,Rabi FA. Al Zoubi MS. Kasasbeh GA. Salameh DM. Al-Nasser AD,2020-03-20,English,"Pathogens (Basel, Switzerland)"
COVID-19,Hiding in Plain Sight: an Approach to Treating Patients with Severe COVID-19 Infection.,Fedson DS. Opal SM. Rordam OM,2020-03-20,English,MBio
COVID-19,"Acetazolamide, Nifedipine and Phosphodiesterase Inhibitors: Rationale for Their Utilization as Adjunctive Countermeasures in the Treatment of Coronavirus Disease 2019 (COVID-19).",Solaimanzadeh I,2020-03-20,English,Cureus
COVID-19,[Preliminary Recommendations for Lung Surgery during 2019 Novel Coronavirus Disease (COVID-19) Epidemic Period].,Li X. Liu M. Zhao Q. Liu R. Zhang H. Dong M. Xu S. Zhao H. Wei S. Song Z. Chen G. Chen J,2020-03-20,Chinese,Zhongguo fei ai za zhi = Chinese journal of lung cancer
COVID-19,[Clinical Management of Lung Cancer Patients during the Outbreak of 2019 Novel Coronavirus Disease (COVID-19)].,Xu Y. Liu H. Hu K. Wang M,2020-03-20,Chinese,Zhongguo fei ai za zhi = Chinese journal of lung cancer
COVID-19,Social Capital and Sleep Quality in Individuals Who Self-Isolated for 14 Days During the Coronavirus Disease 2019 (COVID-19) Outbreak in January 2020 in China.,Xiao H. Zhang Y. Kong D. Li S. Yang N,2020-03-20,English,Medical science monitor : international medical journal of experimental and clinical research
COVID-19,Rhabdomyolysis as Potential Late Complication Associated with COVID-19.,Jin M. Tong Q,2020-03-20,English,Emerging infectious diseases
COVID-19,Early Introduction of Severe Acute Respiratory Syndrome Coronavirus 2 into Europe.,Olsen SJ. Chen MY. Liu YL. Witschi M. Ardoin A. Calba C. Mathieu P. Masserey V. Maraglino F. Marro S. Penttinen P. Robesyn E. Pukkila J,2020-03-20,English,Emerging infectious diseases
COVID-19,"Evaluation of the Effectiveness of Surveillance and Containment Measures for the First 100 Patients with COVID-19 in Singapore - January 2-February 29, 2020.",Ng Y. Li Z. Chua YX. Chaw WL. Zhao Z. Er B. Pung R. Chiew CJ. Lye DC. Heng D. Lee VJ,2020-03-20,English,MMWR. Morbidity and mortality weekly report
COVID-19,"Initial Investigation of Transmission of COVID-19 Among Crew Members During Quarantine of a Cruise Ship - Yokohama, Japan, February 2020.",Kakimoto K. Kamiya H. Yamagishi T. Matsui T. Suzuki M. Wakita T,2020-03-20,English,MMWR. Morbidity and mortality weekly report
COVID-19,The psychological impact of the COVID-19 epidemic on college students in China.,Cao W. Fang Z. Hou G. Han M. Xu X. Dong J. Zheng J,2020-03-20,English,Psychiatry research
COVID-19,"Covid-19: 15 000 deregistered doctors are told, ""Your NHS needs you"".",Dyer C,2020-03-20,English,BMJ (Clinical research ed.)
COVID-19,Covid-19: experts question the evidence behind closing London Underground and city metros during the pandemic.,Coombes R,2020-03-20,English,BMJ (Clinical research ed.)
COVID-19,Covid-19: cases grow in US as Trump pushes promise of a malaria drug.,Tanne JH,2020-03-20,English,BMJ (Clinical research ed.)
COVID-19,Covid-19: medical students to be employed by NHS as part of epidemic response.,Mahase E,2020-03-20,English,BMJ (Clinical research ed.)
COVID-19,Covid-19: GPs can stop health checks for over 75s and routine medicine reviews.,Rimmer A,2020-03-20,English,BMJ (Clinical research ed.)
COVID-19,Time to pull together.,"Thorp, H. Holden",2020-03-20,English,Science
COVID-19,Dispatches from the COVID-19 crisis.,,2020-03-20,English,Science
COVID-19,Academic lab aids virus testing.,,2020-03-20,English,Science
COVID-19,Countries test tactics in ‘war’ against COVID-19.,"Cohen, Jon. Kupferschmidt, Kai. Normile, Dennis. Enserink, Martin",2020-03-20,English,Science
COVID-19,Coronavirus disruptions reverberate through research.,"Servick, Kelly. Cho, Adrian. Couzin-Frankel, Jennifer. Guglielmi, Giorgia",2020-03-20,English,Science
COVID-19,Unrest imperils India’s census.,"Chandrashekhar, Vaishnavi",2020-03-20,English,Science
COVID-19,SICK TIME.,"Cohen, Jon",2020-03-20,English,Science
COVID-19,Preventing COVID-19 prejudice in academia.,"Rzymski, Piotr. Nowicki, Michał",2020-03-20,English,Science
COVID-19,How I faced my coronavirus anxiety.,Kai Liu,2020-03-20,English,Science
COVID-19,COVID-19: A Singapore Orthopedic resident's musings in the Emergency Department.,Liang ZC. Ooi SBS,2020-03-21,English,Academic emergency medicine : official journal of the Society for Academic Emergency Medicine
COVID-19,Coronavirus Disease 2019 (COVID-19) and Cardiovascular Disease.,Clerkin KJ. Fried JA. Raikhelkar J. Sayer G. Griffin JM. Masoumi A. Jain SS. Burkhoff D. Kumaraiah D. Rabbani L. Schwartz A. Uriel N,2020-03-21,English,Circulation
COVID-19,Profiling Early Humoral Response to Diagnose Novel Coronavirus Disease (COVID-19).,Guo L. Ren L. Yang S. Xiao M. Chang. Yang F. Dela Cruz CS. Wang Y. Wu C. Xiao Y. Zhang L. Han L. Dang S. Xu Y. Yang Q. Xu S. Zhu H. Xu Y. Jin Q. Sharma L. Wang L. Wang J,2020-03-21,English,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
COVID-19,Clinical features and treatment of COVID-19 patients in northeast Chongqing.,Wan S. Xiang Y. Fang W. Zheng Y. Li B. Hu Y. Lang C. Huang D. Sun Q. Xiong Y. Huang X. Lv J. Luo Y. Shen L. Yang H. Huang G. Yang R,2020-03-21,English,Journal of medical virology
COVID-19,COVID-19: a fast evolving pandemic.,Whitworth J,2020-03-21,English,Transactions of the Royal Society of Tropical Medicine and Hygiene
COVID-19,Prepare to adapt: Blood supply and transfusion support during the first 2 weeks of the 2019 Novel Coronavirus (COVID-19) pandemic affecting Washington State.,Pagano MB. Hess JR. Tsang HC. Staley E. Gernsheimer T. Sen N. Clark C. Nester T. Bailey C. Alcorn K,2020-03-21,English,Transfusion
COVID-19,Potential Treatments for COVID-19; a Narrative Literature Review.,Rismanbaf A,2020-03-21,English,Archives of academic emergency medicine
COVID-19,"Effective Risk Communication for Public Health Emergency: Reflection on the COVID-19 (2019-nCoV) Outbreak in Wuhan, China.",Zhang L. Li H. Chen K,2020-03-21,English,"Healthcare (Basel, Switzerland)"
COVID-19,Responding to the COVID-19 pandemic in complex humanitarian crises.,Poole DN. Escudero DJ. Gostin LO. Leblang D. Talbot EA,2020-03-21,English,International journal for equity in health
COVID-19,[When COVID-19 encounters interstitial lung disease: challenges and management].,Ren YH. Wang SY. Liu M. Guo YM. Dai HP,2020-03-21,Chinese,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases
COVID-19,How will country-based mitigation measures influence the course of the COVID-19 epidemic?,Anderson RM. Heesterbeek H. Klinkenberg D. Hollingsworth TD,2020-03-21,English,"Lancet (London, England)"
COVID-19,COVID-19: the medium is the message.,Garrett L,2020-03-21,English,"Lancet (London, England)"
COVID-19,COVID-19: protecting health-care workers.,The Lancet,2020-03-21,English,Lancet
COVID-19,Ebola in DR Congo: getting the job done.,The Lancet,2020-03-21,English,Lancet
COVID-19,Offline: COVID-19-a reckoning.,"Horton, Richard",2020-03-21,English,Lancet
COVID-19,Canada and COVID-19: learning from SARS.,"Webster, Paul",2020-03-21,English,Lancet
COVID-19,Mass masking in the COVID-19 epidemic: people need guidance.,"Leung, Chi Chiu. Lam, Tai Hing. Cheng, Kar Keung",2020-03-21,English,Lancet
COVID-19,Mitigate the effects of home confinement on children during the COVID-19 outbreak.,"Wang, Guanghai. Zhang, Yunting. Zhao, Jin. Zhang, Jun. Jiang, Fan",2020-03-21,English,Lancet
COVID-19,Has China faced only a herald wave of SARS-CoV-2?,"Flahault, Antoine",2020-03-21,English,Lancet
COVID-19,Full spectrum of COVID-19 severity still being depicted.,"Xu, Zhou. Li, Shu. Tian, Shen. Li, Hao. Kong, Ling-quan",2020-03-21,English,Lancet
COVID-19,Full spectrum of COVID-19 severity still being depicted - Authors' reply.,"Gu, Xiaoying. Cao, Bin. Wang, Jianwei",2020-03-21,English,Lancet
COVID-19,A distinct name is needed for the new coronavirus.,"Jiang, Shibo. Shi, Zhengli. Shu, Yuelong. Song, Jingdong. Gao, George F. Tan, Wenjie. Guo, Deyin",2020-03-21,English,Lancet
COVID-19,SARS-CoV-2 is an appropriate name for the new coronavirus.,"Wu, Yuntao. Ho, Wenzhe. Huang, Yaowei. Jin, Dong-Yan. Li, Shiyue. Liu, Shan-Lu. Liu, Xuefeng. Qiu, Jianming. Sang, Yongming. Wang, Qiuhong. Yuen, Kwok-Yung. Zheng, Zhi-Ming",2020-03-21,English,Lancet
COVID-19,Comorbidities and multi-organ injuries in the treatment of COVID-19.,"Wang, Tianbing. Du, Zhe. Zhu, Fengxue. Cao, Zhaolong. An, Youzhong. Gao, Yan. Jiang, Baoguo",2020-03-21,English,Lancet
COVID-19,Questions raised by COVID-19 case descriptions.,Britton PN. Marais BJ,2020-03-22,English,Journal of paediatrics and child health
COVID-19,Information Diet in Covid-19 Crisis; a Commentary.,Ashrafi-Rizi H. Kazempour Z,2020-03-22,English,Archives of academic emergency medicine
COVID-19,Systematic review of COVID-19 in children shows milder cases and a better prognosis than adults.,Ludvigsson JF,2020-03-23,English,"Acta paediatrica (Oslo, Norway : 1992)"
COVID-19,Coronavirus Disease 2019 (COVID-19) Pandemic and Pregnancy.,Dashraath P. Jing Lin Jeslyn W. Mei Xian Karen L. Li Min L. Sarah L. Biswas A. Arjandas Choolani M. Mattar C. Lin SL,2020-03-23,English,American journal of obstetrics and gynecology
COVID-19,Time Kinetics of Viral Clearance and Resolution of Symptoms in Novel Coronavirus Infection.,Chang. Mo G. Yuan X. Tao Y. Peng X. Wang F. Xie L. Sharma L. Dela Cruz CS. Qin E,2020-03-23,English,American journal of respiratory and critical care medicine
COVID-19,Ventilatory Ratio in Hypercapnic Mechanically Ventilated Patients with COVID-19 Associated ARDS.,Liu X. Liu X. Xu Y. Xu Z. Huang Y. Chen S. Li S. Liu D. Lin Z. Li Y,2020-03-23,English,American journal of respiratory and critical care medicine
COVID-19,Rising to the Challenge of the Novel SARS-coronavirus-2 (SARS-CoV-2): Advice for Pulmonary and Critical Care and an Agenda for Research.,Niederman MS. Richeldi L. Chotirmall SH. Bai C,2020-03-23,English,American journal of respiratory and critical care medicine
COVID-19,"Lung Recruitability in SARS-CoV-2 Associated Acute Respiratory Distress Syndrome: A Single-center, Observational Study.",Pan C. Chen L. Lu C. Zhang W. Xia JA. Sklar MC. Du B. Brochard L. Qiu H,2020-03-23,English,American journal of respiratory and critical care medicine
COVID-19,COVID-19: A Global Transplant Perspective on Successfully Navigating a Pandemic.,Kumar D. Manuel O. Natori Y. Egawa H. Grossi P. Han SH. Fernandez-Ruiz M. Humar A,2020-03-23,English,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons
COVID-19,COVID-19: gastrointestinal symptoms and potential sources of 2019-nCoV transmission.,Kotfis K. Skonieczna-Żydecka K,2020-03-23,English,Anaesthesiology intensive therapy
COVID-19,Recommendations for Endotracheal Intubation of COVID-19 Patients.,Orser BA,2020-03-23,English,Anesthesia and analgesia
COVID-19,Managing COVID-19 in Surgical Systems.,Brindle M. Gawande A,2020-03-23,English,Annals of surgery
COVID-19,Covid-19: Protecting Worker Health.,Semple S. Cherrie JW,2020-03-23,English,Annals of work exposures and health
COVID-19,Updated approaches against SARS-CoV-2.,Li H. Zhou Y. Zhang M. Wang H. Zhao Q. Liu J,2020-03-23,English,Antimicrobial agents and chemotherapy
COVID-19,A COVID-19 Transmission within a family cluster by presymptomatic infectors in China.,Qian G. Yang N. Ma AHY. Wang L. Li G. Chen X. Chen X,2020-03-23,English,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
COVID-19,Imaging manifestations and diagnostic value of chest CT of coronavirus disease 2019 (COVID-19) in the Xiaogan area.,Wang K. Kang S. Tian R. Zhang X. Zhang X. Wang Y,2020-03-23,English,Clinical radiology
COVID-19,Protecting healthcare personnel from 2019-nCoV infection risks: lessons and suggestions.,Zhang Z. Liu S. Xiang M. Li S. Zhao D. Huang C. Chen S,2020-03-23,English,Frontiers of medicine
COVID-19,Prudent public health intervention strategies to control the coronavirus disease 2019 transmission in India: A mathematical model-based approach.,Mandal S. Bhatnagar T. Arinaminpathy N. Agarwal A. Chowdhury A. Murhekar M. Gangakhedkar RR. Sarkar S,2020-03-23,English,The Indian journal of medical research
COVID-19,Routes for COVID-19 importation in Brazil.,Candido DDS. Watts A. Abade L. Kraemer MUG. Pybus OG. Croda J. Oliveira W. Khan K. Sabino EC. Faria NR,2020-03-23,English,Journal of travel medicine
COVID-19,Health measures to travelers and cruise ships in response to COVID-19.,Mouchtouri VA. Dirksen-Fischer M. Hadjichristodoulou C,2020-03-23,English,Journal of travel medicine
COVID-19,Case-Fatality Rate and Characteristics of Patients Dying in Relation to COVID-19 in Italy.,Onder G. Rezza G. Brusaferro S,2020-03-23,English,JAMA
COVID-19,The first infant case of COVID-19 acquired from a secondary transmission in Vietnam.,Le HT. Nguyen LV. Tran DM. Do HT. Tran HT. Le YT. Phan PH,2020-03-23,English,The Lancet. Child & adolescent health
COVID-19,SARS-CoV-2: virus dynamics and host response.,Chen Y. Li L,2020-03-23,English,The Lancet. Infectious diseases
COVID-19,Interventions to mitigate early spread of SARS-CoV-2 in Singapore: a modelling study.,Koo JR. Cook AR. Park M. Sun Y. Sun H. Lim JT. Tam C. Dickens BL,2020-03-23,English,The Lancet. Infectious diseases
COVID-19,Scientific and ethical basis for social-distancing interventions against COVID-19.,Lewnard JA. Lo NC,2020-03-23,English,The Lancet. Infectious diseases
COVID-19,Temporal profiles of viral load in posterior oropharyngeal saliva samples and serum antibody responses during infection by SARS-CoV-2: an observational cohort study.,To KK. Tsang OT. Leung WS. Tam AR. Wu TC. Lung DC. Yip CC. Cai JP. Chan JM. Chik TS. Lau DP. Choi CY. Chen LL. Chan WM. Chan KH. Ip JD. Ng AC. Poon RW. Luo CT. Cheng VC. Chan JF. Hung IF. Chen Z. Chen H. Yuen KY,2020-03-23,English,The Lancet. Infectious diseases
COVID-19,Cancer care in the time of COVID-19.,Burki TK,2020-03-23,English,The Lancet. Oncology
